gene_symbol	wikipedia_daily_page_views	wikipedia_daily_page_views_change_from_previous_day	view_rank	view_rank_delta
PWAR1	0	0	12351	-211
BEAN1	0	0	12352	-211
C19orf25	0	0	12353	-211
CREB3L4	0	0	12354	-211
C1orf52	0	0	12355	-210
AIFM3	0	0	12356	-209
KLHL23	0	0	12357	-209
CMTM8	0	0	12358	-209
AGR3	0	0	12359	-209
DENND1B	0	0	12360	-209
PAQR7	0	0	12361	-209
XIRP1	0	0	12362	-209
PAPD4	0	0	12363	-209
ZNF92	0	0	12364	-209
PTCRA	0	0	12365	-209
SDR16C5	0	0	12366	-209
SPAG17	0	0	12367	-209
SLC51A	0	0	12368	-209
CEP112	0	0	12369	-209
DNAH12	0	0	12370	-209
SMIM14	0	0	12371	-209
DLEU7	0	0	12372	-209
ARL5B	0	0	12373	-209
CCZ1B	0	0	12374	-209
ATP6V0D2	0	1	12375	-6618
PELI3	0	0	12376	-210
ST6GALNAC3	0	0	12377	-208
BOD1L1	0	0	12378	-208
ANKRD52	0	0	12379	-208
CEP170B	0	0	12380	-208
INO80E	0	0	12381	-208
KCTD1	0	0	12382	-208
HTR3E	0	0	12383	-208
TCAIM	0	2	12384	-8742
SCARA5	0	0	12385	-209
ATP11C	0	3	12386	-9772
DHRS4L2	0	0	12387	-210
ENPP7	0	1	12388	-6629
RSPO4	0	1	12389	-6629
SFT2D2	0	0	12390	-210
IFITM5	0	0	12391	-210
C2CD4B	0	0	12392	-210
PCNXL3	0	0	12393	-210
RGPD1	0	0	12394	-210
CENPP	0	0	12395	-210
MIR134	0	0	12396	-210
MIR148B	0	0	12397	-210
MIR20B	0	0	12398	-210
ECSCR	0	0	12399	-210
SCX	0	0	12400	-210
POTEJ	0	0	12401	-210
MIR574	0	0	12402	-210
ISPD	0	0	12403	-210
POM121C	0	0	12404	-210
VTRNA2-1	0	0	12405	-210
MIR365A	0	0	12406	-210
TSTD1	0	0	12407	-210
SHROOM2	0	0	12408	-209
ZNHIT2	0	0	12409	-208
CDH7	0	0	12410	-207
COX7B	0	1	12411	-6648
CPB1	0	0	12412	-208
CRYBB3	0	0	12413	-207
CTRB1	0	0	12414	-207
SARDH	0	1	12415	-6650
DPH2	0	0	12416	-207
DPYS	0	0	12417	-207
EXTL2	0	0	12418	-207
ADAM2	0	1	12419	-6653
GBAP1	0	0	12420	-208
GJB5	0	0	12421	-208
HLA-H	0	0	12422	-207
TLX2	0	0	12423	-207
AGFG2	0	0	12424	-207
KRT84	0	0	12425	-206
LAD1	0	1	12426	-6659
LRCH4	0	0	12427	-207
MYBL1	0	0	12428	-206
NINJ2	0	0	12429	-205
NPTX1	0	0	12430	-205
PDE6H	0	0	12431	-205
PDGFRL	0	0	12432	-205
PLGLB2	0	0	12433	-205
PRB4	0	0	12434	-205
PSG3	0	0	12435	-205
PSG4	0	0	12436	-205
PSG6	0	0	12437	-205
RBMS2	0	0	12438	-205
S100A5	0	1	12439	-6670
SYT4	0	0	12440	-205
ZNF354A	0	0	12441	-205
TCP11	0	0	12442	-205
TLL2	0	1	12443	-6673
WRB	0	0	12444	-206
ZNF711	0	0	12445	-205
ZNF16	0	0	12446	-205
ZNF91	0	0	12447	-205
SLC30A2	0	0	12448	-205
DPF3	0	0	12449	-205
SLC10A3	0	1	12450	-6679
SERF1A	0	0	12451	-206
BCAS1	0	0	12452	-206
PRPF18	0	0	12453	-206
PPAP2C	0	0	12454	-206
DYRK4	0	0	12455	-206
CDKL1	0	0	12456	-206
FGF16	0	0	12457	-206
TMEM11	0	0	12458	-206
MTMR4	0	0	12459	-206
NEMF	0	0	12460	-206
TIAF1	0	0	12461	-204
GCNT3	0	0	12462	-204
KCNB2	0	0	12463	-203
CDY2A	0	0	12464	-202
TP53I11	0	0	12465	-202
MTFR1	0	0	12466	-202
ZNF516	0	0	12467	-202
KIAA0391	0	0	12468	-202
RAPGEF5	0	0	12469	-202
TM9SF4	0	0	12470	-202
SERTAD2	0	0	12471	-202
CTIF	0	0	12472	-202
EPM2AIP1	0	0	12473	-202
ARHGAP44	0	0	12474	-202
ATP2C2	0	0	12475	-202
XYLB	0	0	12476	-202
CRYZL1	0	0	12477	-202
UST	0	0	12478	-200
CTDSP2	0	0	12479	-200
TSHZ1	0	0	12480	-200
CWC27	0	0	12481	-199
DSCR3	0	0	12482	-198
NPM2	0	0	12483	-197
DPYSL4	0	1	12484	-6710
LEPREL4	0	0	12485	-198
ACTL7A	0	0	12486	-198
CCNI	0	0	12487	-198
SDS	0	0	12488	-198
TMSB15A	0	1	12489	-6714
VAX1	0	0	12490	-199
PRDM4	0	0	12491	-199
RCAN3	0	0	12492	-199
ZNF277	0	0	12493	-199
MON1B	0	0	12494	-199
EFR3B	0	0	12495	-199
MYH15	0	2	12496	-8851
TRIM35	0	0	12497	-199
SIPA1L3	0	0	12498	-199
COLGALT2	0	0	12499	-199
ZZEF1	0	0	12500	-199
SLC35D1	0	0	12501	-198
EXOC6B	0	0	12502	-197
POFUT2	0	0	12503	-197
CUX2	0	0	12504	-197
KLHDC2	0	0	12505	-197
PHLDA3	0	0	12506	-197
CA14	0	1	12507	-6727
ZKSCAN5	0	1	12508	-6727
DSTYK	0	0	12509	-199
BRI3	0	0	12510	-199
TTLL1	0	0	12511	-199
METTL7A	0	0	12512	-199
IFFO1	0	0	12513	-199
ANAPC15	0	0	12514	-199
SYF2	0	0	12515	-199
NGDN	0	0	12516	-199
TCTN3	0	0	12517	-199
MTG2	0	0	12518	-199
PCDHB5	0	0	12519	-199
PITPNC1	0	0	12520	-199
FBXL4	0	0	12521	-199
FBXO8	0	0	12522	-199
GBGT1	0	0	12523	-199
CACNG4	0	1	12524	-6742
CSDC2	0	1	12525	-6740
DESI1	0	0	12526	-198
PPP2R3B	0	1	12527	-6741
SNX24	0	0	12528	-199
SLC43A3	0	0	12529	-199
CNIH4	0	1	12530	-6743
RANGRF	0	0	12531	-200
DNAJC15	0	0	12532	-200
CFAP20	0	0	12533	-200
ABT1	0	0	12534	-200
TFCP2L1	0	0	12535	-200
FTSJ2	0	0	12536	-200
CDIP1	0	0	12537	-200
BAZ2B	0	0	12538	-199
TAS2R8	0	2	12539	-8890
TAS2R10	0	2	12540	-8890
TRAT1	0	0	12541	-201
CCDC53	0	0	12542	-201
BOLA1	0	0	12543	-201
MECR	0	0	12544	-201
COQ4	0	0	12545	-201
ZNF639	0	0	12546	-201
TMEM216	0	0	12547	-201
THEM6	0	0	12548	-200
WT1-AS	0	1	12549	-6760
COMMD10	0	0	12550	-200
C9orf114	0	0	12551	-200
ETV7	0	0	12552	-200
SCLY	0	1	12553	-6763
VPS54	0	0	12554	-201
TPCN1	0	0	12555	-199
YIPF1	0	0	12556	-198
SPIN2A	0	0	12557	-198
FAM193B	0	0	12558	-197
LEPROT	0	0	12559	-196
KLHDC4	0	0	12560	-196
PPP1R12C	0	0	12561	-196
BEST2	0	0	12562	-196
DCAF16	0	0	12563	-196
LAX1	0	0	12564	-195
SPDL1	0	0	12565	-195
HAUS4	0	0	12566	-194
ODAM	0	4	12567	-10530
GEMIN8	0	0	12568	-195
C4orf27	0	0	12569	-195
CDCA4	0	0	12570	-195
EPN3	0	0	12571	-195
SLC38A4	0	0	12572	-195
MED9	0	0	12573	-195
GPATCH1	0	0	12574	-195
BSDC1	0	0	12575	-195
AKIRIN2	0	1	12576	-6785
GOLPH3L	0	0	12577	-195
TMEM39A	0	0	12578	-195
WDR41	0	0	12579	-195
CWF19L1	0	0	12580	-195
C5orf22	0	0	12581	-195
BLOC1S4	0	0	12582	-195
TCP11L1	0	0	12583	-195
TMEM176A	0	0	12584	-195
SLC30A10	0	0	12585	-193
MIOX	0	0	12586	-193
CCDC132	0	0	12587	-193
THUMPD1	0	0	12588	-193
DENND4C	0	0	12589	-193
FRMD4A	0	0	12590	-193
LMBR1L	0	0	12591	-193
ACTR10	0	0	12592	-193
GPRC5C	0	2	12593	-8942
C19orf80	0	0	12594	-194
C20orf24	0	0	12595	-194
C19orf10	0	0	12596	-194
SMG9	0	0	12597	-194
PCDHA2	0	0	12598	-194
TEX14	0	0	12599	-194
TMX4	0	1	12600	-6808
WDR45B	0	0	12601	-195
LXN	0	0	12602	-195
CABP4	0	0	12603	-195
RARS2	0	0	12604	-194
ZNFX1	0	0	12605	-194
CAMK1G	0	0	12606	-194
ATP10D	0	0	12607	-194
PPM1H	0	0	12608	-194
ISY1	0	0	12609	-194
ZNF608	0	0	12610	-194
PDP2	0	0	12611	-194
HOMEZ	0	0	12612	-194
LRRN1	0	0	12613	-194
DDX55	0	0	12614	-194
SCPEP1	0	1	12615	-6819
GALNT11	0	0	12616	-193
SNX16	0	0	12617	-193
MS4A6A	0	0	12618	-192
ACTR6	0	0	12619	-192
SMAP2	0	0	12620	-192
METTL17	0	0	12621	-192
EPS8L2	0	0	12622	-192
FNDC4	0	0	12623	-192
NT5DC2	0	0	12624	-192
MRPL36	0	0	12625	-192
CAMKV	0	0	12626	-192
PDCL3	0	0	12627	-192
SLC25A23	0	0	12628	-192
CHAC1	0	0	12629	-192
SLC52A2	0	0	12630	-192
PARP8	0	0	12631	-192
MORC4	0	0	12632	-192
WDR59	0	0	12633	-191
TEFM	0	0	12634	-191
ZNF408	0	0	12635	-190
CARF	0	0	12636	-190
TTC21B	0	0	12637	-190
SPEF2	0	0	12638	-190
C14orf159	0	0	12639	-189
FOXRED2	0	0	12640	-189
LRRC8E	0	0	12641	-189
ZNF703	0	1	12642	-6844
SIKE1	0	0	12643	-190
DBF4B	0	0	12644	-190
HSD3B7	0	0	12645	-190
TRAF3IP3	0	1	12646	-6846
SRCIN1	0	0	12647	-190
DDHD1	0	0	12648	-190
KIAA1715	0	0	12649	-190
OR51E2	0	0	12650	-190
NIPA2	0	0	12651	-189
RNF170	0	0	12652	-189
QTRT1	0	0	12653	-189
SLC25A28	0	0	12654	-189
INO80B	0	0	12655	-189
GLT8D2	0	0	12656	-189
THAP2	0	2	12657	-9005
NUDT12	0	0	12658	-190
HSDL1	0	0	12659	-189
H2AFB3	0	0	12660	-189
RASSF4	0	0	12661	-189
KATNAL1	0	0	12662	-189
HDHD2	0	0	12663	-189
FBXO30	0	0	12664	-189
ZIC4	0	0	12665	-189
PDCD2L	0	0	12666	-189
CMSS1	0	0	12667	-189
ACBD6	0	0	12668	-189
ABLIM2	0	0	12669	-189
ZNF512	0	0	12670	-189
TNRC18	0	0	12671	-188
TTBK1	0	0	12672	-188
USP38	0	0	12673	-188
ZDHHC12	0	0	12674	-187
TMEM209	0	0	12675	-187
ATG4C	0	0	12676	-186
LSM10	0	1	12677	-6876
PNMA6A	0	0	12678	-187
SLC22A16	0	0	12679	-187
CEP295	0	0	12680	-187
EPT1	0	0	12681	-187
FGD3	0	0	12682	-187
FCHSD1	0	2	12683	-9029
KBTBD6	0	0	12684	-187
DPH6	0	0	12685	-187
MLIP	0	0	12686	-187
UBXN11	0	0	12687	-186
RFT1	0	0	12688	-186
SNX29	0	0	12689	-186
GORAB	0	1	12690	-6887
SPSB4	0	0	12691	-187
SLC38A5	0	0	12692	-187
REEP6	0	0	12693	-187
TJAP1	0	0	12694	-186
KRT71	0	0	12695	-186
HOGA1	0	0	12696	-186
CGB1	0	0	12697	-186
OSBPL6	0	0	12698	-186
MALSU1	0	0	12699	-185
ACSM1	0	0	12700	-185
MRPL54	0	0	12701	-185
ARAP2	0	0	12702	-185
AGAP3	0	0	12703	-185
TADA1	0	0	12704	-185
IKBIP	0	0	12705	-185
MRPL52	0	0	12706	-185
LRR1	0	0	12707	-185
12-Sep	0	0	12708	-185
C17orf49	0	0	12709	-185
MOB3A	0	0	12710	-185
FAM213B	0	0	12711	-185
OSCP1	0	0	12712	-185
EDARADD	0	0	12713	-185
XIRP2	0	0	12714	-185
ALS2CR12	0	0	12715	-185
MTERF4	0	0	12716	-185
GLYCTK	0	0	12717	-185
B3GAT2	0	1	12718	-6912
ASB10	0	0	12719	-186
CLDN23	0	0	12720	-186
MYO3B	0	0	12721	-186
UBE2F	0	0	12722	-186
PABPC5	0	0	12723	-186
DNHD1	0	0	12724	-186
HNRNPA1L2	0	0	12725	-186
PTGR2	0	0	12726	-186
ZFP90	0	0	12727	-185
WFDC5	0	0	12728	-185
CBWD2	0	0	12729	-185
PPM1L	0	0	12730	-185
DPPA2	0	0	12731	-185
MBOAT1	0	0	12732	-185
TTC39B	0	0	12733	-185
UBXN2A	0	0	12734	-184
QSOX2	0	0	12735	-184
ZCCHC12	0	0	12736	-184
COMMD6	0	0	12737	-184
CLYBL	0	0	12738	-184
C1orf86	0	0	12739	-184
GKN2	0	0	12740	-184
STRA13	0	0	12741	-184
TMEM192	0	0	12742	-184
RTKN2	0	0	12743	-184
CADM2	0	0	12744	-183
LRRC57	0	0	12745	-183
TMIE	0	0	12746	-183
IL4I1	0	0	12747	-183
MAGEA2B	0	0	12748	-183
NAP1L5	0	0	12749	-183
TTC9C	0	0	12750	-183
GPR133	0	1	12751	-6942
SLC26A11	0	0	12752	-183
ENDOV	0	0	12753	-183
COX18	0	0	12754	-183
DCBLD1	0	0	12755	-183
DDX51	0	0	12756	-183
NMNAT3	0	0	12757	-183
RGSL1	0	0	12758	-183
DND1	0	0	12759	-183
GALNT18	0	0	12760	-183
NSUN4	0	0	12761	-183
TMEM189	0	0	12762	-183
TMEM189-UBE2V1	0	0	12763	-183
RBM12B	0	0	12764	-183
MUC21	0	0	12765	-183
YY2	0	0	12766	-183
MIR124-3	0	0	12767	-183
MIR135A1	0	0	12768	-183
MIR16-2	0	0	12769	-183
MIR198	0	0	12770	-183
MIR219A1	0	0	12771	-183
MIR30C2	0	0	12772	-183
MIR30E	0	0	12773	-183
MIR9-2	0	0	12774	-183
MIR92A2	0	0	12775	-183
CCL3L3	0	0	12776	-183
MAP1LC3C	0	0	12777	-183
MIR338	0	0	12778	-183
DFNB59	0	0	12779	-183
MIR363	0	0	12780	-183
UCA1	0	1	12781	-6971
LGALS7B	0	0	12782	-184
GPR89A	0	0	12783	-184
MIR663A	0	0	12784	-184
RGPD6	0	0	12785	-184
MOXD2P	0	0	12786	-184
CRISP1	0	0	12787	-183
AMY1B	0	0	12788	-183
ASTN1	0	0	12789	-182
ATP5G3	0	0	12790	-182
CA11	0	1	12791	-6980
CACNG1	0	0	12792	-183
CBLN1	0	0	12793	-183
CDH18	0	0	12794	-183
SLC31A2	0	0	12795	-183
COX7C	0	0	12796	-183
CRYGA	0	0	12797	-183
CTBS	0	0	12798	-183
DNASE1L2	0	0	12799	-183
ELAVL3	0	0	12800	-183
FMO4	0	1	12801	-6988
FUT5	0	0	12802	-184
GALK2	0	0	12803	-184
GGT7	0	0	12804	-184
GNG10	0	0	12805	-184
HSBP1	0	0	12806	-184
KIF3C	0	0	12807	-184
KRT34	0	0	12808	-184
MYO7B	0	0	12809	-183
NAP1L2	0	0	12810	-183
NDUFC1	0	0	12811	-183
TBC1D25	0	0	12812	-183
PSG2	0	0	12813	-183
SLC7A4	0	0	12814	-182
SOX12	0	1	12815	-7001
SPRR2D	0	0	12816	-183
CORO2A	0	0	12817	-183
ZNF2	0	0	12818	-183
ZNF8	0	0	12819	-183
ZNF33B	0	0	12820	-183
ZNF79	0	0	12821	-182
ZNF124	0	0	12822	-182
ZNF185	0	0	12823	-182
ZNF195	0	0	12824	-182
ZNF200	0	0	12825	-182
OR2H2	0	0	12826	-182
SLC25A16	0	0	12827	-182
PNPLA4	0	0	12828	-182
SNN	0	0	12829	-182
HIST1H4G	0	0	12830	-182
SLC43A1	0	0	12831	-182
LY6D	0	0	12832	-182
KRT36	0	0	12833	-182
ALKBH1	0	0	12834	-182
CLIC3	0	0	12835	-182
PTPLA	0	0	12836	-182
ZMYM6	0	0	12837	-182
MFHAS1	0	0	12838	-182
B4GALT6	0	0	12839	-182
RAB33A	0	0	12840	-182
SLC22A13	0	0	12841	-182
STOML1	0	0	12842	-182
ZNF254	0	0	12843	-182
TCL1B	0	0	12844	-182
PLCH2	0	0	12845	-182
ST18	0	0	12846	-182
KIAA0195	0	0	12847	-182
ARMCX2	0	0	12848	-182
PLEKHM1	0	0	12849	-182
ZBED4	0	0	12850	-182
ZBTB5	0	0	12851	-182
EXOG	0	0	12852	-182
AMMECR1	0	0	12853	-182
SH2D3A	0	0	12854	-182
TRIM10	0	0	12855	-181
DNAL4	0	0	12856	-181
RASA4	0	0	12857	-181
SLC35B1	0	0	12858	-181
RABEPK	0	0	12859	-181
HCG9	0	0	12860	-181
BPNT1	0	0	12861	-180
SPAG11B	0	0	12862	-179
COLEC10	0	0	12863	-179
ERN2	0	0	12864	-179
ST6GALNAC2	0	0	12865	-179
POLR3G	0	0	12866	-179
GAS2L1	0	0	12867	-179
MTX2	0	0	12868	-179
RAI2	0	1	12869	-7054
ZNF266	0	0	12870	-180
AP3M2	0	0	12871	-179
RAB40B	0	0	12872	-178
SLC27A5	0	5	12873	-11199
IFT27	0	0	12874	-178
STON1	0	0	12875	-178
ZPBP	0	0	12876	-178
CYB561D2	0	0	12877	-178
ADAMTS8	0	0	12878	-178
KPTN	0	0	12879	-178
TBC1D8	0	0	12880	-178
GALNT6	0	0	12881	-176
PPM1E	0	0	12882	-176
FOXJ3	0	0	12883	-175
BAHD1	0	0	12884	-175
ARHGEF15	0	0	12885	-175
SBNO2	0	0	12886	-175
SAMD4A	0	0	12887	-175
ZNF609	0	0	12888	-175
TBC1D9B	0	0	12889	-175
FCHO1	0	0	12890	-174
FRMD4B	0	3	12891	-10273
FAM168A	0	0	12892	-175
OTUD3	0	0	12893	-175
ANKRD12	0	0	12894	-175
AGTPBP1	0	0	12895	-175
JADE2	0	0	12896	-175
COMMD3	0	0	12897	-175
LEPROTL1	0	0	12898	-175
TSPAN15	0	0	12899	-175
LRRC6	0	0	12900	-175
EML2	0	0	12901	-175
RHBDD3	0	0	12902	-175
DNAJB5	0	0	12903	-175
DPCD	0	0	12904	-175
CLIP3	0	0	12905	-174
FBXL6	0	0	12906	-174
PCOLCE2	0	2	12907	-9243
TRUB2	0	0	12908	-175
DKKL1	0	0	12909	-174
SALL3	0	0	12910	-174
VENTX	0	0	12911	-174
STXBP6	0	0	12912	-173
PRSS50	0	0	12913	-173
GRHL1	0	0	12914	-173
LRP12	0	0	12915	-173
DONSON	0	0	12916	-173
SCAPER	0	0	12917	-173
WRAP73	0	0	12918	-173
COL5A3	0	0	12919	-173
COQ6	0	1	12920	-7100
MRPS18C	0	0	12921	-174
ZNF593	0	0	12922	-174
WDPCP	0	0	12923	-174
DERA	0	0	12924	-174
CRYL1	0	1	12925	-7104
METTL9	0	0	12926	-175
TRAPPC12	0	0	12927	-175
WBP5	0	0	12928	-175
EMC4	0	0	12929	-175
SHISA5	0	0	12930	-175
CDKL3	0	0	12931	-174
BFAR	0	0	12932	-174
KRT76	0	0	12933	-173
TEX264	0	0	12934	-173
GPR89B	0	1	12935	-7111
SLC25A39	0	0	12936	-173
ASB4	0	0	12937	-173
HSPB11	0	0	12938	-173
OAZ3	0	0	12939	-173
TRAPPC2L	0	0	12940	-173
SEMA5B	0	0	12941	-173
ATAD2B	0	0	12942	-173
PRR13	0	0	12943	-173
CCSER2	0	0	12944	-173
ANKIB1	0	0	12945	-173
ZDHHC13	0	0	12946	-173
FAM20A	0	0	12947	-173
DIRAS2	0	0	12948	-173
CDHR2	0	0	12949	-173
RPP25	0	0	12950	-173
HERC6	0	0	12951	-173
SLC52A1	0	0	12952	-172
WDR60	0	0	12953	-171
PRPF38B	0	0	12954	-171
FIGN	0	0	12955	-171
ARMC1	0	0	12956	-171
SLC25A36	0	0	12957	-171
LGI2	0	0	12958	-171
UEVLD	0	0	12959	-171
PLCXD1	0	0	12960	-170
MAML3	0	0	12961	-169
ZDHHC7	0	0	12962	-169
INTS8	0	2	12963	-9297
ARHGEF40	0	0	12964	-169
FAR2	0	0	12965	-169
FAM63A	0	0	12966	-168
EMC3	0	0	12967	-167
ZKSCAN7	0	0	12968	-167
PCDHB2	0	0	12969	-167
KIAA1217	0	0	12970	-167
CRTAM	0	0	12971	-167
CHST7	0	1	12972	-7146
TCEAL7	0	0	12973	-168
TM9SF3	0	0	12974	-168
IFT46	0	0	12975	-168
SEMA3G	0	0	12976	-168
C16orf62	0	0	12977	-168
CPA6	0	1	12978	-7151
PITHD1	0	0	12979	-169
TRIM54	0	0	12980	-169
SLC4A10	0	0	12981	-169
DSCAML1	0	0	12982	-169
TBC1D14	0	0	12983	-169
KIAA1324	0	0	12984	-169
SORCS2	0	1	12985	-7156
KCNT1	0	3	12986	-10367
PCDHB16	0	0	12987	-170
ZFYVE28	0	0	12988	-170
PLEKHB1	0	0	12989	-170
INIP	0	0	12990	-170
LY6G5B	0	0	12991	-170
DNASE2B	0	0	12992	-170
C2orf43	0	0	12993	-169
NAA35	0	0	12994	-169
EEFSEC	0	0	12995	-169
SLC17A9	0	0	12996	-169
ZNF335	0	0	12997	-169
CXorf56	0	0	12998	-169
CENPK	0	0	12999	-169
MAGEF1	0	0	13000	-169
PDF	0	2	13001	-9333
CDH22	0	0	13002	-170
ZDHHC6	0	0	13003	-169
GAREM	0	0	13004	-169
ARV1	0	1	13005	-7175
FBXL17	0	0	13006	-170
SPATS2	0	0	13007	-170
PLEKHA3	0	0	13008	-170
TMEM108	0	0	13009	-170
DUSP26	0	0	13010	-170
ZNF655	0	0	13011	-170
SPATA5L1	0	0	13012	-170
ZFYVE21	0	0	13013	-170
TRAPPC6A	0	0	13014	-170
C17orf62	0	0	13015	-170
LRRC2	0	0	13016	-170
C2orf47	0	0	13017	-170
FAM184A	0	0	13018	-170
ROGDI	0	0	13019	-170
MAP7D3	0	0	13020	-170
ICE2	0	0	13021	-170
SAP30L	0	0	13022	-170
GALNT12	0	0	13023	-170
KCTD17	0	0	13024	-170
CCDC7	0	0	13025	-170
LMAN1L	0	0	13026	-170
ISOC2	0	0	13027	-170
KATNBL1	0	1	13028	-7196
CLMN	0	0	13029	-171
GSTCD	0	0	13030	-170
TUBAL3	0	0	13031	-170
MRM1	0	0	13032	-170
ADCK4	0	0	13033	-170
DENND2D	0	0	13034	-170
SLC8B1	0	1	13035	-7202
MZT2B	0	0	13036	-171
KIAA0226L	0	0	13037	-171
KLHL15	0	0	13038	-169
CXXC4	0	0	13039	-169
ESX1	0	0	13040	-169
SLC25A32	0	0	13041	-169
FAM49A	0	0	13042	-169
KAZALD1	0	0	13043	-168
DEFB126	0	0	13044	-168
TRIM7	0	0	13045	-168
LRRC48	0	0	13046	-167
CHST9	0	0	13047	-167
UCK1	0	0	13048	-167
TEX101	0	0	13049	-167
TRPT1	0	0	13050	-167
NRIP2	0	0	13051	-167
SLC25A18	0	0	13052	-167
FRMD8	0	0	13053	-167
ARMC10	0	0	13054	-167
FCAMR	0	0	13055	-166
TEX35	0	0	13056	-166
FAM160A2	0	0	13057	-166
SLC10A7	0	0	13058	-166
ARMC2	0	0	13059	-166
LRRC8C	0	0	13060	-166
EIF1AD	0	0	13061	-166
CHCHD6	0	0	13062	-166
ELOF1	0	0	13063	-166
PARD6G	0	0	13064	-165
HINT2	0	0	13065	-164
NAA11	0	0	13066	-164
RPUSD4	0	0	13067	-164
ALG10	0	0	13068	-162
ZFYVE19	0	1	13069	-7234
MFSD5	0	0	13070	-163
DISP1	0	0	13071	-163
PPP1R16A	0	0	13072	-163
TSPYL5	0	0	13073	-163
RCCD1	0	0	13074	-163
PKDCC	0	0	13075	-163
ZNF830	0	0	13076	-163
LIN52	0	0	13077	-163
TTC5	0	0	13078	-163
CXorf40A	0	0	13079	-163
SP140L	0	0	13080	-163
ZNF670	0	0	13081	-163
TPTE2	0	0	13082	-163
FNIP1	0	2	13083	-9413
IFT43	0	0	13084	-163
STX1B	0	1	13085	-7247
WDR89	0	0	13086	-164
PTH2	0	0	13087	-164
C12orf57	0	0	13088	-164
SLC2A13	0	1	13089	-7250
LRRC37B	0	0	13090	-165
PGLYRP3	0	0	13091	-165
STK11IP	0	0	13092	-165
PTPMT1	0	0	13093	-165
VASN	0	0	13094	-165
PCMTD1	0	0	13095	-165
DIS3L	0	0	13096	-165
DEFB118	0	1	13097	-7257
SFR1	0	0	13098	-165
GYLTL1B	0	3	13099	-10477
TC2N	0	0	13100	-166
CDYL2	0	1	13101	-7260
FBXO27	0	0	13102	-167
ANKLE1	0	0	13103	-167
MITD1	0	0	13104	-167
GRK7	0	0	13105	-165
LIN54	0	0	13106	-164
CMBL	0	0	13107	-164
UBXN2B	0	0	13108	-164
ASB8	0	0	13109	-164
BPIFA2	0	0	13110	-164
RIMS4	0	0	13111	-164
ADAMTS14	0	0	13112	-164
STK35	0	0	13113	-164
TRUB1	0	0	13114	-164
C11orf84	0	0	13115	-164
RBFOX3	0	3	13116	-10493
PIK3R6	0	0	13117	-165
APCDD1	0	0	13118	-165
ABCC13	0	0	13119	-165
GPR155	0	2	13120	-9449
CCDC12	0	0	13121	-166
PAQR3	0	0	13122	-166
LOC157273	0	0	13123	-165
MOSPD2	0	0	13124	-165
RHOXF1	0	0	13125	-165
USP54	0	0	13126	-165
ALDH1L2	0	2	13127	-9455
REM2	0	0	13128	-166
ZFP1	0	0	13129	-166
10-Mar	0	0	13130	-166
DCLK2	0	0	13131	-166
DDX53	0	0	13132	-166
SSBP4	0	0	13133	-166
NUDT10	0	0	13134	-166
CADM4	0	0	13135	-166
KCTD6	0	0	13136	-166
HTR3D	0	0	13137	-166
TRIM65	0	0	13138	-166
RWDD4	0	0	13139	-166
ZNF804B	0	0	13140	-166
CBWD5	0	0	13141	-165
ZBTB9	0	0	13142	-165
MTURN	0	0	13143	-165
SCUBE3	0	0	13144	-164
DEFB119	0	0	13145	-164
PRR14L	0	0	13146	-164
NAALADL2	0	0	13147	-163
NPNT	0	0	13148	-163
SNX33	0	0	13149	-163
HSPA12A	0	0	13150	-163
KCNRG	0	1	13151	-7306
CCDC57	0	3	13152	-10528
UNC80	0	0	13153	-163
RNF180	0	0	13154	-163
CEP57L1	0	0	13155	-163
XKR6	0	0	13156	-163
YIPF6	0	0	13157	-163
METTL2A	0	0	13158	-163
TMPRSS11A	0	0	13159	-163
ZDHHC21	0	0	13160	-163
KIF24	0	0	13161	-163
NCR3LG1	0	0	13162	-163
LINC-PINT	0	0	13163	-163
ZFP91-CNTF	0	0	13164	-163
BLOC1S3	0	0	13165	-163
FAM69A	0	0	13166	-163
MIR99AHG	0	0	13167	-163
VGLL3	0	0	13168	-163
UBE2NL	0	0	13169	-163
SHC4	0	0	13170	-163
DUOXA2	0	0	13171	-163
MIRLET7F1	0	0	13172	-163
MIR1-2	0	0	13173	-163
MIR127	0	0	13174	-163
MIR128-2	0	0	13175	-163
MIR129-1	0	0	13176	-163
MIR194-1	0	0	13177	-163
MIR217	0	0	13178	-163
MINOS1	0	0	13179	-163
MIR367	0	0	13180	-163
SSX4B	0	0	13181	-163
MIR486-1	0	0	13182	-163
MZT2A	0	0	13183	-163
MROH1	0	0	13184	-163
DDTL	0	0	13185	-163
CMC4	0	0	13186	-163
DCDC5	0	0	13187	-163
CCAT2	0	0	13188	-163
ACRV1	0	6	13189	-11785
ARSD	0	0	13190	-164
C21orf2	0	0	13191	-163
MPPED1	0	0	13192	-163
ENTPD3	0	1	13193	-7347
DMXL1	0	0	13194	-163
DRP2	0	0	13195	-163
MEGF8	0	1	13196	-7349
EVI2B	0	0	13197	-164
GAS8	0	0	13198	-163
ZBTB48	0	0	13199	-163
DNAJC4	0	0	13200	-163
KCNJ14	0	0	13201	-163
KRT83	0	0	13202	-163
ADAM11	0	0	13203	-163
MFAP3	0	0	13204	-163
MYBPH	0	0	13205	-163
NDUFB1	0	1	13206	-7358
NDUFB2	0	0	13207	-164
PPEF1	0	0	13208	-164
RASA2	0	0	13209	-164
RNASE6	0	0	13210	-164
